Contrato;Modalidade;Status;Placa;Reserva;Grupo Reserva;Grupo Retirada;Canal Venda;Retirada;Loja RET;Devolução;Loja DEV;Diárias;Total do Período;Upgrade/Upsell;Região Retirada;Região Devolução
20329713;Eventual;Aberto;RTG4J10;MV2XQ83M1MBR;L;LX;Portal Empresa;24/03/2023 08:56;GOIÂNIA T63;25/03/2023 10:00;GOIÂNIA T63;1.0;374,91;UpSell;RAC_CO;RAC_CO
20329733;Eventual;Aberto;RTZ4B54;MV1QQCUNTVBR;HX;QX;Mobile;24/03/2023 11:26;POUSO ALEGRE;27/03/2023 14:14;POUSO ALEGRE;3.0;1.259,83;Upgrade;RAC_MG;RAC_MG
20329734;Eventual;Aberto;RUG2F68;MV1KQWKW0HBR;M;L;Portal Empresa;24/03/2023 09:05;RECIFE AEROPORTO;27/03/2023 10:00;RECIFE AEROPORTO;3.0;504,00;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20330109;Eventual;Aberto;RUQ7F16;MV1V9DVOTBBR;D;H;Mobile;24/03/2023 09:59;MACAPA AEROPORTO;27/03/2023 11:00;MACAPA AEROPORTO;3.0;501,38;Upgrade;RAC_NORTE;RAC_NORTE
20330163;Eventual;Aberto;RUH1D45;MV1KHEDTVOBR;B;HX;Parcerias;24/03/2023 09:38;BARUERI ALPHAVILLE - RIO NEGRO;27/03/2023 12:30;BARUERI ALPHAVILLE - RIO NEGRO;3.0;841,18;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20330349;Eventual;Aberto;GHZ9I94;MV208DGS37BR;FY;QX;Website Movida;24/03/2023 10:00;SÃO PAULO - MOEMA;27/03/2023 15:00;SÃO PAULO - GUARULHOS AEROPORTO;3.0;747,96;Upgrade;RAC_SP_CAPITAL;RAC_SP_ZL_ABC_VP
20330383;Eventual;Aberto;RTU2E22;MV1LKH1845BR;D;H;Mobile;24/03/2023 11:31;RIO DE JANEIRO - COPACABANA RIO SUL SH;26/03/2023 12:00;RIO DE JANEIRO - COPACABANA RIO SUL SH;2.0;323,16;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20330415;Eventual;Aberto;RTG0D77;MV2AGBLPUFBR;F;FX;WebServices (XML);24/03/2023 10:05;SALVADOR - PARALELA;27/03/2023 10:00;SALVADOR - PARALELA;3.0;510,32;Upgrade;RAC_BA_SE_AL;RAC_BA_SE_AL
20330419;Eventual;Aberto;RTK1B29;MV1P81Y5C0BR;C;D;WebServices (XML);24/03/2023 10:25;SANTO ANDRÉ;27/03/2023 08:00;SANTO ANDRÉ;3.0;619,70;UpSell;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20330641;Eventual;Aberto;RVD3F70;MV1VQIMMNRBR;G;SY;Loja - Walk in;24/03/2023 10:20;BELÉM CENTRO;27/03/2023 13:00;BELÉM CENTRO;3.0;1.429,66;UpSell;RAC_NORTE;RAC_NORTE
20330653;Eventual;Aberto;RTY1E44;MV1SULRSREBR;H;QX;Loja - Walk in;24/03/2023 10:25;IMPERATRIZ AEROPORTO;27/03/2023 13:25;IMPERATRIZ AEROPORTO;3.0;994,05;Upgrade;RAC_NORTE;RAC_NORTE
20330727;Eventual;Aberto;RUH4G26;MV1MT9UMT0BR;BS;HW;Website Movida;24/03/2023 09:50;MANAUS AEROPORTO;27/03/2023 09:00;MANAUS AEROPORTO;3.0;858,75;Upgrade;RAC_NORTE;RAC_NORTE
20330988;Eventual;Aberto;RON4D05;MV1P48L0N9BR;SY;K;WebServices (XML);24/03/2023 10:52;JUNDIAÍ;27/03/2023 13:50;JUNDIAÍ;3.0;779,20;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20331197;Eventual;Aberto;GHK1A77;MV1JTJPR1SBR;C;D;Mobile;24/03/2023 11:10;BELO HORIZONTE AEROPORTO CONFINS;26/03/2023 14:10;BELO HORIZONTE AEROPORTO CONFINS;2.0;384,94;Upgrade;RAC_MG;RAC_MG
20331238;Eventual;Aberto;RTM2H47;MV2ACI8DO7BR;FY;H;Mobile;24/03/2023 11:14;CAMPINAS OROSIMBO;27/03/2023 11:14;CAMPINAS OROSIMBO;3.0;698,44;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20331270;Eventual;Aberto;RTO7E72;MV28FUWH2MBR;HW;HY;Parcerias;24/03/2023 11:18;RIO DE JANEIRO - BARRA DA TIJUCA EXTRA;27/03/2023 11:00;RIO DE JANEIRO - BARRA DA TIJUCA EXTRA;3.0;971,61;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20331294;Eventual;Aberto;GIX5B64;MV1SHA8SVPBR;HX;HW;Parcerias;24/03/2023 11:50;CURITIBA AEROPORTO;26/03/2023 14:50;CURITIBA AEROPORTO;2.0;609,82;UpSell;RAC_SUL_PR_SC;RAC_SUL_PR_SC
20331437;Eventual;Aberto;RUG4E22;MV1OGE0L05BR;HX;H;Portal Empresa;24/03/2023 11:29;SANTOS AFFONSO PENNA;27/03/2023 12:00;SANTOS AFFONSO PENNA;3.0;612,03;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20331530;Eventual;Aberto;RTT8C90;MV1UC0VESQBR;D;FX;Call Center;24/03/2023 11:50;RIO DE JANEIRO - MADUREIRA;27/03/2023 17:00;RIO DE JANEIRO - MADUREIRA;3.0;580,11;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20331614;Eventual;Aberto;RKC7F99;MV1QQCU01MBR;F;G;Mobile;24/03/2023 11:47;POUSO ALEGRE;27/03/2023 11:30;POUSO ALEGRE;3.0;649,69;Upgrade;RAC_MG;RAC_MG
20331619;Eventual;Aberto;FDB6H63;MV307MC8GRBR;D;HX;Call Center;24/03/2023 11:50;DUQUE DE CAXIAS;27/03/2023 12:00;RIO DE JANEIRO - BARRA DA TIJUCA EXTRA;3.0;494,12;Upgrade;RAC_ES_RJ_INTERIOR;RAC_RJ_CAPITAL
20331665;Eventual;Aberto;EFI1G64;MV1QQCS10OBR;AX;D;Mobile;24/03/2023 11:57;POUSO ALEGRE;27/03/2023 12:30;POUSO ALEGRE;3.0;507,23;Upgrade;RAC_MG;RAC_MG
20331738;Eventual;Aberto;GHX1E33;MV1MC51SUCBR;F;H;WebServices (XML);24/03/2023 11:04;CUIABA AEROPORTO;27/03/2023 16:00;CUIABA AEROPORTO;3.0;443,63;Upgrade;RAC_CO;RAC_CO
20331855;Eventual;Aberto;RTO9G65;MV1N1VEW7NBR;H;H;Mobile;24/03/2023 12:20;MACAÉ;27/03/2023 15:20;MACAÉ;3.0;654,39;UpSell;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20331886;Eventual;Aberto;RTU2I52;MV1T71LIMWBR;J;KX;WebServices (XML);24/03/2023 12:18;FRANCA;27/03/2023 12:00;FRANCA;3.0;744,15;Upgrade;RAC_MG;RAC_MG
20331998;Eventual;Aberto;GFT6G32;MV1KQWHQGCBR;G;H;WebServices (XML);24/03/2023 12:32;RECIFE AEROPORTO;27/03/2023 16:30;RECIFE AEROPORTO;3.0;843,02;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20332031;Eventual;Aberto;RUJ0A18;MV1QQCQQPWBR;HW;HX;Mobile;24/03/2023 12:28;POUSO ALEGRE;27/03/2023 15:28;POUSO ALEGRE;3.0;820,44;Upgrade;RAC_MG;RAC_MG
20332037;Eventual;Aberto;RTT8A82;MV2WYK5BFEBR;D;FX;Mobile;24/03/2023 12:33;CANOAS;27/03/2023 12:00;CANOAS;3.0;585,86;Upgrade;RAC_SUL_RS_SC;RAC_SUL_RS_SC
20332050;Eventual;Aberto;CUA2B23;MV27TWYHNXBR;BX;D;Website Movida;24/03/2023 12:43;SÃO PAULO - VILA LEOPOLDINA;27/03/2023 13:00;SÃO PAULO - VILA LEOPOLDINA;3.0;610,49;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20332114;Eventual;Aberto;RTO0H42;MV1N1V8XDUBR;D;H;Mobile;24/03/2023 12:40;MACAÉ;27/03/2023 13:00;MACAÉ;3.0;511,03;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20332159;Eventual;Aberto;RNZ8I16;MV1UFTAQS0BR;D;H;Portal Empresa;24/03/2023 12:45;BELO HORIZONTE PAMPULHA ANTONIO CARLOS;27/03/2023 10:00;BELO HORIZONTE LOURDES BIAS FORTES;3.0;611,76;Upgrade;RAC_MG;RAC_MG
20332218;Eventual;Aberto;RUF3E51;MV1S05K3KPBR;D;H;Parcerias;24/03/2023 13:38;NAVEGANTES AEROPORTO;27/03/2023 14:00;NAVEGANTES AEROPORTO;3.0;659,37;Upgrade;RAC_SUL_PR_SC;RAC_SUL_PR_SC
20332238;Eventual;Aberto;GGM0D14;MV22RUJNP5BR;HX;HY;Mobile;24/03/2023 12:52;SÃO PAULO - SHOPPING ARICANDUVA;27/03/2023 13:00;SÃO PAULO - SHOPPING ARICANDUVA;3.0;927,32;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20332331;Eventual;Aberto;RNU3C63;MV1PDQVM2ABR;BS;H;Parcerias;24/03/2023 13:02;CAMPINA GRANDE AEROPORTO;27/03/2023 12:30;CAMPINA GRANDE AEROPORTO;3.0;370,07;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20332440;Eventual;Aberto;RUG2F11;MV1QEX1LP5BR;F;H;Loja - Walk in;24/03/2023 13:10;PALMAS CENTRO;27/03/2023 14:00;PALMAS CENTRO;3.0;958,51;Upgrade;RAC_CO;RAC_CO
20332506;Eventual;Aberto;GIA9J67;MV1SH9WN01BR;AX;H;Parcerias;24/03/2023 13:30;CURITIBA AEROPORTO;27/03/2023 15:30;CURITIBA AEROPORTO;3.0;1.069,89;Upgrade;RAC_SUL_PR_SC;RAC_SUL_PR_SC
20332566;Eventual;Aberto;GJD7J02;MV1OGDY3UNBR;F;QX;Website Movida;24/03/2023 13:25;SANTOS AFFONSO PENNA;27/03/2023 13:00;SANTOS AFFONSO PENNA;3.0;410,96;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20332617;Eventual;Aberto;RTO1D98;MV23T1O77QBR;F;H;Mobile;24/03/2023 13:32;RECIFE CAXANGÁ;27/03/2023 13:00;RECIFE CAXANGÁ;3.0;628,39;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20332624;Eventual;Aberto;RUG4E39;MV1S05EE1UBR;D;H;WebServices (XML);24/03/2023 13:30;NAVEGANTES AEROPORTO;27/03/2023 16:30;NAVEGANTES AEROPORTO;3.0;380,39;Upgrade;RAC_SUL_PR_SC;RAC_SUL_PR_SC
20332636;Eventual;Aberto;FTJ1H06;MV1K5XIAPIBR;D;H;WebServices (XML);24/03/2023 13:35;RIO DE JANEIRO-SANTOS DUMONT AERO/MARINA GLORIA;27/03/2023 22:00;RIO DE JANEIRO-SANTOS DUMONT AERO/MARINA GLORIA;4.0;602,02;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20332819;Eventual;Aberto;GFE6B74;MV1K7V7AR9BR;C;D;Portal Agência;24/03/2023 14:00;BELO HORIZONTE LOURDES BIAS FORTES;27/03/2023 14:10;BELO HORIZONTE LOURDES BIAS FORTES;3.0;390,12;Upgrade;RAC_MG;RAC_MG
20332982;Eventual;Aberto;RUF1F67;MV2D2PBGVCBR;D;HW;Portal Agência;24/03/2023 14:05;BARUERI ALPHAVILLE - TAMBORE;25/03/2023 11:30;BARUERI ALPHAVILLE - TAMBORE;1.0;519,90;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20333002;Eventual;Aberto;RTX4C92;MV1OK7AKN4BR;H;HX;WebServices (XML);24/03/2023 14:10;SÃO JOSÉ DOS CAMPOS - SHOPPING COLINAS;27/03/2023 15:00;SÃO JOSÉ DOS CAMPOS - SHOPPING COLINAS;3.0;694,52;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20333011;Eventual;Aberto;RKT7B25;MV2Y4JHLVRBR;BX;G;Mobile;24/03/2023 14:12;VOLTA REDONDA - SHOPPING PARK SUL;27/03/2023 14:00;VOLTA REDONDA - SHOPPING PARK SUL;3.0;483,74;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20333052;Eventual;Aberto;GHJ6G97;MV1NMTDNCIBR;D;H;WebServices (XML);24/03/2023 14:20;MOGI DAS CRUZES;27/03/2023 17:20;MOGI DAS CRUZES;3.0;586,10;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20333205;Eventual;Aberto;RTF5F01;MV217N0W2PBR;D;H;Parcerias;24/03/2023 14:40;PORTO SEGURO AEROPORTO;27/03/2023 13:00;PORTO SEGURO AEROPORTO;3.0;623,35;Upgrade;RAC_BA_SE_AL;RAC_BA_SE_AL
20333282;Eventual;Aberto;RTW9F74;MV1JNTSHHQBR;H;HX;Call Center;24/03/2023 14:44;SÃO PAULO - GUARULHOS AEROPORTO;27/03/2023 14:00;SÃO PAULO - GUARULHOS AEROPORTO;3.0;752,00;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20333285;Eventual;Aberto;RUH3C01;MV1K5YGV4YBR;D;H;Mobile;24/03/2023 14:44;RIO DE JANEIRO-SANTOS DUMONT AERO/MARINA GLORIA;26/03/2023 14:00;RIO DE JANEIRO-SANTOS DUMONT AERO/MARINA GLORIA;2.0;397,53;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20333320;Eventual;Aberto;RJJ7A82;MV1QOG7VIOBR;D;HX;Website Movida;24/03/2023 14:48;SÃO CARLOS;27/03/2023 15:00;SÃO CARLOS;3.0;783,04;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20333395;Eventual;Aberto;RUH3B78;MV1TRYN0NEBR;C;D;WebServices (XML);24/03/2023 14:55;PIRACICABA;27/03/2023 16:00;PIRACICABA;3.0;476,39;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20333424;Eventual;Aberto;RTX4D05;MV1UFT9B2SBR;HW;HX;WebServices (XML);24/03/2023 15:00;BELO HORIZONTE PAMPULHA ANTONIO CARLOS;26/03/2023 13:00;BELO HORIZONTE PAMPULHA ANTONIO CARLOS;2.0;383,73;Upgrade;RAC_MG;RAC_MG
20333484;Eventual;Aberto;RTH6G19;MV1SDH1NTLBR;BX;HY;Mobile;24/03/2023 15:04;BLUMENAU;27/03/2023 18:00;BLUMENAU;3.0;1.248,54;Upgrade;RAC_SUL_PR_SC;RAC_SUL_PR_SC
20333499;Eventual;Aberto;RTV2J06;MV1JTJOEABBR;G;H;WebServices (XML);24/03/2023 15:10;BELO HORIZONTE AEROPORTO CONFINS;27/03/2023 14:00;BELO HORIZONTE AEROPORTO CONFINS;3.0;698,43;Upgrade;RAC_MG;RAC_MG
20333622;Eventual;Aberto;GCB6C93;MV20PIADGGBR;D;FX;Mobile;24/03/2023 18:30;SÃO PAULO - SHOPPING CENTER NORTE;27/03/2023 20:00;SÃO PAULO - RODOVIÁRIA TIETÊ;3.0;939,02;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20333711;Eventual;Aberto;RUC0F49;MV1Q1LK556BR;F;HX;Mobile;24/03/2023 15:31;NITERÓI;27/03/2023 16:30;NITERÓI;3.0;636,65;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20333737;Eventual;Aberto;EQW6C56;MV2MBDVOPEBR;BX;K;Parcerias;24/03/2023 15:40;SÃO PAULO - NAÇÕES UNIDAS;27/03/2023 18:30;SÃO PAULO - NAÇÕES UNIDAS;3.0;1.249,94;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20333752;Eventual;Aberto;GCQ4F25;MV4H21DLI7GBR;BS;FX;Mobile;24/03/2023 14:35;PORTO VELHO CENTRO;27/03/2023 14:00;PORTO VELHO CENTRO;3.0;697,05;Upgrade;RAC_CO;RAC_CO
20333754;Eventual;Aberto;RTA6F67;MV1SHABEGRBR;D;H;Loja - Walk in;24/03/2023 15:45;CURITIBA AEROPORTO;27/03/2023 16:45;CURITIBA AEROPORTO;3.0;840,78;Upgrade;RAC_SUL_PR_SC;RAC_SUL_PR_SC
20333792;Eventual;Aberto;RUA7I60;MV1YXUB38MBR;BX;KX;Loja - Walk in;24/03/2023 15:50;SÃO JOSÉ DO RIO PRETO AEROPORTO;27/03/2023 15:50;SÃO JOSÉ DO RIO PRETO AEROPORTO;3.0;2.071,67;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20333829;Eventual;Aberto;RUH3E48;MV1KWMI3QPBR;BX;D;WebServices (XML);24/03/2023 15:28;BRASILIA AEROPORTO;27/03/2023 15:00;BRASILIA AEROPORTO;3.0;956,21;Upgrade;RAC_CO;RAC_CO
20333863;Eventual;Aberto;RUH3E89;MV1JI4VDRVBR;F;HX;WebServices (XML);24/03/2023 15:55;SALVADOR AEROPORTO;27/03/2023 16:30;SALVADOR AEROPORTO;3.0;750,92;Upgrade;RAC_BA_SE_AL;RAC_BA_SE_AL
20333873;Eventual;Aberto;RTX0J75;MV1PWSA1TIBR;FX;HX;Link Colaborador;24/03/2023 16:12;GUARATINGUETÁ;27/03/2023 13:00;GUARATINGUETÁ;3.0;508,23;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20333945;Eventual;Aberto;RUC3J10;MV1NKWGM8XBR;BX;QX;Parcerias;24/03/2023 16:10;OSASCO;27/03/2023 16:10;OSASCO;3.0;450,31;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20334019;Eventual;Aberto;RUH3B87;MV1QQCTNTABR;B;D;Mobile;24/03/2023 15:56;POUSO ALEGRE;27/03/2023 15:00;POUSO ALEGRE;3.0;394,06;Upgrade;RAC_MG;RAC_MG
20334081;Eventual;Aberto;FYG6B04;MV2D2PATQ5BR;L;H;Portal Empresa;24/03/2023 16:13;BARUERI ALPHAVILLE - TAMBORE;27/03/2023 20:00;SÃO PAULO - SHOPPING BUTANTÃ;3.0;1.141,12;Upgrade;RAC_SP_INTERIOR;RAC_SP_CAPITAL
20334089;Eventual;Aberto;RFS1E04;MV1JLX6HPEBR;F;FY;Loja - Walk in;24/03/2023 16:30;SÃO PAULO - CONGONHAS AEROPORTO;27/03/2023 16:30;SÃO PAULO - CONGONHAS AEROPORTO;3.0;632,51;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20334141;Eventual;Aberto;RUH7G90;MV1SL3KCRWBR;B;D;Portal Empresa;24/03/2023 16:25;PETROLINA AEROPORTO;27/03/2023 17:00;PETROLINA AEROPORTO;3.0;543,42;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20334164;Eventual;Aberto;RVD3F72;MV1K09MYH9BR;L;SY;Portal Agência;24/03/2023 16:22;FORTALEZA AEROPORTO;26/03/2023 16:22;FORTALEZA AEROPORTO;2.0;538,63;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20334202;Eventual;Aberto;RTB0A67;MV2250V311BR;HW;HY;Portal Empresa;24/03/2023 16:30;JUIZ DE FORA CENTRO;27/03/2023 18:30;JUIZ DE FORA CENTRO;3.0;1.310,69;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20334225;Eventual;Aberto;EHN5J31;MV1QXYFB1CBR;AX;HX;Website Movida;24/03/2023 16:23;MANAUS CENTRO;27/03/2023 18:00;MANAUS CENTRO;3.0;661,55;Upgrade;RAC_NORTE;RAC_NORTE
20334256;Eventual;Aberto;GEH0I25;MV1S05JIE3BR;F;FX;WebServices (XML);24/03/2023 16:50;NAVEGANTES AEROPORTO;27/03/2023 19:00;FLORIANÓPOLIS AEROPORTO;3.0;593,70;Upgrade;RAC_SUL_PR_SC;RAC_SUL_RS_SC
20334280;Eventual;Aberto;GDO9E67;MV2499SYL4BR;FX;H;Portal Empresa;24/03/2023 16:50;"Filial ID
POA    PORTO ALEGRE AEROPORTO
POA    PORTO ALEGRE AEROPORTO
Name: Loja, dtype: object";25/03/2023 10:00;"Filial ID
POA    PORTO ALEGRE AEROPORTO
POA    PORTO ALEGRE AEROPORTO
Name: Loja, dtype: object";1.0;160,00;Upgrade;"Filial ID
POA    RAC_SUL_RS_SC
POA    RAC_SUL_RS_SC
Name: Região, dtype: object";"Filial ID
POA    RAC_SUL_RS_SC
POA    RAC_SUL_RS_SC
Name: Região, dtype: object"
20334309;Eventual;Aberto;RTK1C13;MV1PWSAFP6BR;D;D;Loja - Walk in;24/03/2023 16:45;GUARATINGUETÁ;27/03/2023 17:30;GUARATINGUETÁ;3.0;595,86;UpSell;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20334425;Eventual;Aberto;RIQ7C69;MV1UFTA9MQBR;H;HX;Mobile;24/03/2023 16:55;BELO HORIZONTE PAMPULHA ANTONIO CARLOS;27/03/2023 17:00;BELO HORIZONTE PAMPULHA ANTONIO CARLOS;3.0;662,87;Upgrade;RAC_MG;RAC_MG
20334443;Eventual;Aberto;RTK1C62;MV1JK1ILQFBR;BS;H;WebServices (XML);24/03/2023 17:00;RIO DE JANEIRO - BARRA DA TIJUCA;27/03/2023 20:00;RIO DE JANEIRO - BARRA DA TIJUCA;3.0;637,76;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20334455;Eventual;Aberto;RJV7C35;MV1MJQNWSGBR;BX;HX;Website Movida;24/03/2023 16:52;RESENDE;27/03/2023 17:00;RESENDE;3.0;766,79;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20334456;Eventual;Aberto;RTX4D40;MV1N1VEVL4BR;H;HX;WebServices (XML);24/03/2023 16:49;MACAÉ;27/03/2023 17:00;MACAÉ;3.0;464,18;Upgrade;RAC_ES_RJ_INTERIOR;RAC_ES_RJ_INTERIOR
20334585;Eventual;Aberto;SHI3G81;MV28FV0295BR;HX;HY;Portal Agência;24/03/2023 17:20;RIO DE JANEIRO - BARRA DA TIJUCA EXTRA;27/03/2023 17:20;RIO DE JANEIRO - BARRA DA TIJUCA EXTRA;3.0;904,51;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20334729;Eventual;Aberto;RTG0E80;MV1TXOK5XOBR;F;FX;Call Center;24/03/2023 17:15;NATAL PONTA NEGRA;27/03/2023 16:10;NATAL PONTA NEGRA;3.0;460,66;Upgrade;RAC_NORDESTE;RAC_NORDESTE
20334872;Eventual;Aberto;RUH3D79;MV1K5YEK08BR;B;D;WebServices (XML);24/03/2023 17:32;RIO DE JANEIRO-SANTOS DUMONT AERO/MARINA GLORIA;26/03/2023 17:00;RIO DE JANEIRO-SANTOS DUMONT AERO/MARINA GLORIA;2.0;391,71;UpSell;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20334910;Eventual;Aberto;RTO0J77;MV2AGBH9XOBR;FX;H;Call Center;24/03/2023 17:29;SALVADOR - PARALELA;27/03/2023 17:30;SALVADOR - PARALELA;3.0;507,33;Upgrade;RAC_BA_SE_AL;RAC_BA_SE_AL
20335003;Eventual;Aberto;RUK8H65;MV1RRJ08E1BR;HX;SS;Loja - Walk in;24/03/2023 17:49;MONTES CLAROS AEROPORTO;27/03/2023 17:00;MONTES CLAROS AEROPORTO;3.0;1.077,31;Upgrade;RAC_MG;RAC_MG
20335084;Eventual;Aberto;RTX5J59;MV1O8R15HIBR;HW;HX;Mobile;24/03/2023 17:52;SÃO PAULO - SHOPPING CAMPO LIMPO;27/03/2023 17:52;SÃO PAULO - SHOPPING CAMPO LIMPO;3.0;617,50;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20335123;Eventual;Aberto;RNZ8I07;MV1K5YK0M7BR;FX;H;WebServices (XML);24/03/2023 18:00;RIO DE JANEIRO-SANTOS DUMONT AERO/MARINA GLORIA;27/03/2023 17:00;RIO DE JANEIRO-SANTOS DUMONT AERO/MARINA GLORIA;3.0;737,74;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20335158;Eventual;Aberto;RFH5C37;MV1T1BP1TLBR;D;FY;Call Center;24/03/2023 18:05;SÃO PAULO - SAÚDE;26/03/2023 18:05;SÃO PAULO - SAÚDE;2.0;555,16;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20335187;Eventual;Aberto;RTM1J06;MV1RE7IYROBR;F;H;Mobile;24/03/2023 18:00;CONTAGEM;27/03/2023 18:00;CONTAGEM;3.0;389,45;Upgrade;RAC_MG;RAC_MG
20335265;Eventual;Aberto;RUQ7E94;MV1ORSUK69BR;C;H;Link Colaborador;24/03/2023 18:20;SÃO BERNARDO PLAZA SHOPPING;27/03/2023 19:00;SÃO BERNARDO PLAZA SHOPPING;3.0;332,40;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20335461;Eventual;Aberto;RUY9J24;MV1JI4VHJ9BR;F;FY;WebServices (XML);24/03/2023 18:30;SALVADOR AEROPORTO;27/03/2023 18:00;MACAÉ;3.0;883,48;Upgrade;RAC_BA_SE_AL;RAC_ES_RJ_INTERIOR
20335636;Eventual;Aberto;RKJ7C31;MV1JRN3B0YBR;F;G;Mobile;24/03/2023 18:36;SÃO BERNARDO DO CAMPO - ASSAI ANCHIETA;27/03/2023 18:30;SÃO BERNARDO DO CAMPO - ASSAI ANCHIETA;3.0;443,92;Upgrade;RAC_SP_ZL_ABC_VP;RAC_SP_ZL_ABC_VP
20335644;Eventual;Aberto;FCU8F76;MV1TVRWGO8BR;HW;SX;WebServices (XML);24/03/2023 18:50;BELO HORIZONTE BARÃO HOMEM DE MELO;27/03/2023 17:00;BELO HORIZONTE BARÃO HOMEM DE MELO;3.0;1.132,90;Upgrade;RAC_MG;RAC_MG
20335652;Eventual;Aberto;RTM2J84;MV1TRYMQUJBR;AX;KX;Loja - Walk in;24/03/2023 18:50;PIRACICABA;27/03/2023 19:00;PIRACICABA;3.0;1.359,22;Upgrade;RAC_SP_INTERIOR;RAC_SP_INTERIOR
20335655;Eventual;Aberto;RJS7F10;MV28FUX4TXBR;HW;HX;WebServices (XML);24/03/2023 18:45;RIO DE JANEIRO - BARRA DA TIJUCA EXTRA;27/03/2023 15:00;RIO DE JANEIRO - BARRA DA TIJUCA EXTRA;3.0;1.180,20;Upgrade;RAC_RJ_CAPITAL;RAC_RJ_CAPITAL
20335729;Eventual;Aberto;RTW7I58;MV1TVRW9HHBR;FX;HX;Website Movida;24/03/2023 19:00;BELO HORIZONTE BARÃO HOMEM DE MELO;27/03/2023 17:30;BELO HORIZONTE BARÃO HOMEM DE MELO;3.0;801,28;Upgrade;RAC_MG;RAC_MG
20335747;Eventual;Aberto;RUQ1F89;MV2M9H9W16BR;BX;HX;WebServices (XML);24/03/2023 18:55;SÃO PAULO - SHOPPING PATIO PAULISTA;27/03/2023 19:00;SÃO PAULO - SHOPPING PATIO PAULISTA;3.0;418,82;Upgrade;RAC_SP_CAPITAL;RAC_SP_CAPITAL
20335753;Eventual;Aberto;RTA8A99;MV1KWMI7DKBR;BX;HX;Mobile;24/03/2023 18:59;BRASILIA AEROPORTO;25/03/2023 18:30;BRASILIA AEROPORTO;1.0;333,78;Upgrade;RAC_CO;RAC_CO
20335818;Eventual;Aberto;RTA9J75;MV1UWY2OGVBR;HX;HY;Mobile;24/03/2023 19:10;SALVADOR AMARALINA - PITUBA;27/03/2023 17:00;SALVADOR AMARALINA - PITUBA;3.0;1.700,64;Upgrade;RAC_BA_SE_AL;RAC_BA_SE_AL
